PARK,PLOT,SPECIES,REP,DATE,PLOT,SUBPLOT,HEIGHT,TOTALINFL,TOPINFL_FR,SIDEINFL_FR,FR_PER_INFL,FINALFR,NOTES,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,32,7/18/2025,6,B4,23.2,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,33,7/22/2025,8,A1,26.6,4,,,,100,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,34,,8,D5,24.8,4,,,,100,BT,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,35,,8,B1,32.1,4,,,,100,BT,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,36,,8,B2,19.2,2,,,,50,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,37,,8,A3,18.7,3,,,,75,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,38,,8,C4,23.3,6,,,,150,BT,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,39,7/23/2025,7,A4,15.1,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,40,7/23/2025,7,C2,21.2,2,,,,50,BT,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,41,7/23/2025,7,B4,27.3,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,42,7/23/2025,7,D3,10.8,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,43,7/23/2025,7,C4,23.2,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,44,7/22/2025,4,B5,17.3,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,45,7/22/2025,4,D5,18.6,,,,,0,BT,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,46,7/22/2025,3,A1,24.1,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,47,7/22/2025,3,C1,30.2,4,,,,100,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,48,7/22/2025,3,B4,32.3,2,,,,50,BT,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,49,7/22/2025,3,D3,26.3,6,,,,150,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,50,7/22/2025,3,C5,30.8,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,51,7/22/2025,3,C4,27,2,,,,50,BT,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,52,7/22/2025,1,B3,8.8,1,,,,25,,,,,,,,,,,,,
SEM,DIVERSE,GILCAP,53,7/22/2025,1,D5,9.8,1,,,,25,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,1,7/18/2025,,,6,,,,,0,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,2,7/18/2025,,,4,,,,,3,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,3,7/18/2025,,,11.5,,,,,28,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,4,7/18/2025,,,10.6,,,,,43,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,5,7/18/2025,,,31.2,,,,,141,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,6,7/18/2025,,,19.8,,,,,111,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,7,7/18/2025,,,17.1,,,,,118,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,8,7/18/2025,,,12.6,,,,,25,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,9,7/18/2025,,,16.2,,,,,32,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,10,7/18/2025,,,18.2,,,,,44,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,11,7/18/2025,,,22.4,,,,,72,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,12,7/18/2025,,,17.3,,,,,29,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,13,7/18/2025,,,13,,,,,77,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,14,7/18/2025,,,10.9,,,,,16,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,15,7/18/2025,,,21.1,,,,,59,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,16,7/18/2025,,,6.5,,,,,19,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,17,7/18/2025,,,18.2,,,,,40,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,18,7/18/2025,,,14.5,,,,,24,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,19,7/18/2025,,,8.6,,,,,18,,,,,,,,,,,,,
SEM,ALONE,NAVSQU,20,7/18/2025,,,19.2,,,,,49,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,1,7/18/2025,2,E2,7.5,,,,,2,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,2,7/18/2025,2,E2,5.4,,,,,2,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,3,7/18/2025,2,E2,4.2,,,,,2,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,4,7/18/2025,6,A2,3.5,,,,,1,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,5,7/18/2025,2,E1,5.7,,,,,1,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,6,7/18/2025,4,E3,5.2,,,,,1,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,7,7/18/2025,4,A3,10.6,,,,,6,,,,,,,,,,,,,
SEM,DIVERSE,NAVSQU,8,7/18/2025,7,A5,6.2,,,,,2,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,1,7/1/2025,,,9.6,,,,,70,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,2,7/1/2025,,,8.1,,,,,239,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,3,7/1/2025,,,15.1,,,,,173,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,4,7/1/2025,,,14.9,,,,,179,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,5,7/1/2025,,,15.2,,,,,284,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,6,7/1/2025,,,15.1,,,,,79,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,7,7/1/2025,,,14.1,,,,,331,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,8,7/1/2025,,,14.1,,,,,198,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,9,7/1/2025,,,10.2,,,,,269,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,10,7/1/2025,,,7.8,,,,,17,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,11,7/1/2025,,,25.2,,,,,143,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,12,7/1/2025,,,10.5,,,,,105,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,13,7/1/2025,,,19.5,,,,,68,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,14,7/1/2025,,,12.2,,,,,114,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,15,7/1/2025,,,8.2,,,,,214,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,16,7/18/2025,,,16.5,,,,,300,,,,,,,,,,,,,
SEM,ALONE,PLAFIG,17,7/18/2025,,,17,,,,,200,,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,1,7/1/2025,3,E3,10,,,,,4,,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,2,7/1/2025,2,E3,5,,,,,0,,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,3,7/1/2025,2,E3,8.4,,,,,8,,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,4,7/1/2025,2,D4,2.8,,,,,2,,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,5,7/1/2025,1,E1,,,,,,,gone,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,6,7/1/2025,1,E1,6.8,,,,,0,,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,7,7/1/2025,1,A5,16.4,,,,,2,BT,,,,,,,,,,,,
SEM,DIVERSE,PLAFIG,,7/22/2025,1,B4,19.8,2,,,,,BT,,,,,,,,,,,,
SEM,ALONE,PLECON,2,7/1/2025,,,3.7,1,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,3,7/1/2025,,,13.2,4,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,4,7/1/2025,,,9.5,6,,,,,BT,,,,,,,,,,,,
SEM,ALONE,PLECON,5,7/1/2025,,,16.9,5,,,,,BT,,,,,,,,,,,,
SEM,ALONE,PLECON,8,7/1/2025,,,18.5,5,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,9,7/1/2025,,,12.3,4,,,,,BT,,,,,,,,,,,,
SEM,ALONE,PLECON,10,7/1/2025,,,5.8,2,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,11,7/1/2025,,,5,2,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,12,7/1/2025,,,16.9,6,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,13,7/1/2025,,,17.5,9,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,14,7/1/2025,,,15.3,11,,,,,BT,,,,,,,,,,,,
SEM,ALONE,PLECON,15,7/1/2025,,,19,7,,,,,BT,,,,,,,,,,,,
SEM,ALONE,PLECON,16,7/1/2025,,,10.4,2,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,17,7/1/2025,,,16,4,,,,,BT,,,,,,,,,,,,
SEM,ALONE,PLECON,18,7/1/2025,,,17.8,5,,,,,,,,,,,,,,,,,
SEM,ALONE,PLECON,19,7/18/2025,,,18,6,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,1,7/1/2025,8,E2,2.9,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,2,7/1/2025,8,B5,12.4,2,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,3,7/1/2025,7,B1,6.8,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,4,7/1/2025,7,C3,1.5,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,5,7/1/2025,7,D5,1.7,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,6,7/1/2025,4,C3,2.3,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,7,7/1/2025,2,B5,1.1,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,8,7/1/2025,2,D5,16,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,9,7/1/2025,2,C1,,,,,,,gone,,,,,,,,,,,,
SEM,DIVERSE,PLECON,10,7/1/2025,6,C4,,,,,,,gone,,,,,,,,,,,,
SEM,DIVERSE,PLECON,11,7/1/2025,3,D1,19.2,2,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,12,7/1/2025,8,D5,9.5,2,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,13,7/1/2025,8,D5,11.9,0,,,,,BT,,,,,,,,,,,,
SEM,DIVERSE,PLECON,14,7/18/2025,2,A4,9.9,1,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,15,7/22/2025,4,D1,19.3,1,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,16,7/23/2025,7,A1,20.5,1,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,17,7/23/2025,7,C1,15,1,,,,,,,,,,,,,,,,,
SEM,DIVERSE,PLECON,18,7/23/2025,7,C3,14.8,1,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
