PARK,PLOT,SPECIES,Date,Phenophase,Value
BR,DIVERSE,NAVSQU,5/30/2025,V,
BR,DIVERSE,NAVSQU,6/2/2025,B,
BR,DIVERSE,NAVSQU,6/2/2025,FL,
BR,DIVERSE,NAVSQU,6/2/2025,FR,
BR,DIVERSE,NAVSQU,6/2/2025,V,
BR,DIVERSE,NAVSQU,6/6/2025,B,
BR,DIVERSE,NAVSQU,6/6/2025,FL,
BR,DIVERSE,NAVSQU,6/6/2025,FR,
BR,DIVERSE,NAVSQU,6/6/2025,V,
BR,DIVERSE,NAVSQU,6/9/2025,B,
BR,DIVERSE,NAVSQU,6/9/2025,FL,
BR,DIVERSE,NAVSQU,6/9/2025,FR,
BR,DIVERSE,NAVSQU,6/9/2025,V,
BR,DIVERSE,NAVSQU,6/17/2025,B,
BR,DIVERSE,NAVSQU,6/17/2025,FL,
BR,DIVERSE,NAVSQU,6/17/2025,FR,
BR,DIVERSE,NAVSQU,6/17/2025,V,
BR,DIVERSE,NAVSQU,6/20/2025,B,
BR,DIVERSE,NAVSQU,6/20/2025,FL,
BR,DIVERSE,NAVSQU,6/20/2025,FR,
BR,DIVERSE,NAVSQU,6/20/2025,V,
BR,DIVERSE,NAVSQU,6/24/2025,B,
BR,DIVERSE,NAVSQU,6/24/2025,FL,
BR,DIVERSE,NAVSQU,6/24/2025,FR,
BR,DIVERSE,NAVSQU,6/24/2025,V,
BR,DIVERSE,NAVSQU,6/27/2025,B,
BR,DIVERSE,NAVSQU,6/27/2025,FL,
BR,DIVERSE,NAVSQU,6/27/2025,FR,
BR,DIVERSE,NAVSQU,6/27/2025,V,
BR,DIVERSE,PLAFIG,3/25/2025,B,
BR,DIVERSE,PLAFIG,3/25/2025,FL,
BR,DIVERSE,PLAFIG,3/25/2025,FR,
BR,DIVERSE,PLAFIG,3/25/2025,V,1
BR,DIVERSE,PLAFIG,3/28/2025,B,
BR,DIVERSE,PLAFIG,3/28/2025,FL,
BR,DIVERSE,PLAFIG,3/28/2025,FR,
BR,DIVERSE,PLAFIG,3/28/2025,V,1
BR,DIVERSE,PLAFIG,4/1/2025,B,
BR,DIVERSE,PLAFIG,4/1/2025,FL,
BR,DIVERSE,PLAFIG,4/1/2025,FR,
BR,DIVERSE,PLAFIG,4/1/2025,V,
BR,DIVERSE,PLAFIG,4/4/2025,B,
BR,DIVERSE,PLAFIG,4/4/2025,FL,
BR,DIVERSE,PLAFIG,4/4/2025,FR,
BR,DIVERSE,PLAFIG,4/4/2025,V,
BR,DIVERSE,PLAFIG,4/8/2025,B,
BR,DIVERSE,PLAFIG,4/8/2025,FL,
BR,DIVERSE,PLAFIG,4/8/2025,FR,
BR,DIVERSE,PLAFIG,4/8/2025,V,
BR,DIVERSE,PLAFIG,4/11/2025,B,
BR,DIVERSE,PLAFIG,4/11/2025,FL,
BR,DIVERSE,PLAFIG,4/11/2025,FR,
BR,DIVERSE,PLAFIG,4/11/2025,V,
BR,DIVERSE,PLAFIG,4/15/2025,B,
BR,DIVERSE,PLAFIG,4/15/2025,FL,
BR,DIVERSE,PLAFIG,4/15/2025,FR,
BR,DIVERSE,PLAFIG,4/15/2025,V,
BR,DIVERSE,PLAFIG,4/18/2025,B,
BR,DIVERSE,PLAFIG,4/18/2025,FL,
BR,DIVERSE,PLAFIG,4/18/2025,FR,
BR,DIVERSE,PLAFIG,4/18/2025,V,
BR,DIVERSE,PLAFIG,4/22/2025,B,
BR,DIVERSE,PLAFIG,4/22/2025,FL,
BR,DIVERSE,PLAFIG,4/22/2025,FR,
BR,DIVERSE,PLAFIG,4/22/2025,V,
BR,DIVERSE,PLAFIG,4/25/2025,B,
BR,DIVERSE,PLAFIG,4/25/2025,FL,
BR,DIVERSE,PLAFIG,4/25/2025,FR,
BR,DIVERSE,PLAFIG,4/25/2025,V,
BR,DIVERSE,PLAFIG,4/29/2025,B,
BR,DIVERSE,PLAFIG,4/29/2025,FL,
BR,DIVERSE,PLAFIG,4/29/2025,FR,
BR,DIVERSE,PLAFIG,4/29/2025,V,
BR,DIVERSE,PLAFIG,5/2/2025,B,
BR,DIVERSE,PLAFIG,5/2/2025,FL,
BR,DIVERSE,PLAFIG,5/2/2025,FR,
BR,DIVERSE,PLAFIG,5/2/2025,V,
BR,DIVERSE,PLAFIG,5/6/2025,B,
BR,DIVERSE,PLAFIG,5/6/2025,FL,
BR,DIVERSE,PLAFIG,5/6/2025,FR,
BR,DIVERSE,PLAFIG,5/6/2025,V,
BR,DIVERSE,PLAFIG,5/9/2025,B,
BR,DIVERSE,PLAFIG,5/9/2025,FL,
BR,DIVERSE,PLAFIG,5/9/2025,FR,
BR,DIVERSE,PLAFIG,5/9/2025,V,
BR,DIVERSE,PLAFIG,5/13/2025,B,
BR,DIVERSE,PLAFIG,5/13/2025,FL,
BR,DIVERSE,PLAFIG,5/13/2025,FR,
BR,DIVERSE,PLAFIG,5/13/2025,V,
BR,DIVERSE,PLAFIG,5/16/2025,B,
BR,DIVERSE,PLAFIG,5/16/2025,FL,
BR,DIVERSE,PLAFIG,5/16/2025,FR,
BR,DIVERSE,PLAFIG,5/16/2025,V,
BR,DIVERSE,PLAFIG,5/20/2025,B,
BR,DIVERSE,PLAFIG,5/20/2025,FL,
BR,DIVERSE,PLAFIG,5/20/2025,FR,
BR,DIVERSE,PLAFIG,5/20/2025,V,
BR,DIVERSE,PLAFIG,5/23/2025,B,
BR,DIVERSE,PLAFIG,5/23/2025,FL,
BR,DIVERSE,PLAFIG,5/23/2025,FR,
BR,DIVERSE,PLAFIG,5/23/2025,V,
BR,DIVERSE,PLAFIG,5/27/2025,B,
BR,DIVERSE,PLAFIG,5/27/2025,FL,
BR,DIVERSE,PLAFIG,5/27/2025,FR,
BR,DIVERSE,PLAFIG,5/27/2025,V,
BR,DIVERSE,PLAFIG,5/30/2025,B,
BR,DIVERSE,PLAFIG,5/30/2025,FL,
BR,DIVERSE,PLAFIG,5/30/2025,FR,
BR,DIVERSE,PLAFIG,5/30/2025,V,
BR,DIVERSE,PLAFIG,6/2/2025,B,
BR,DIVERSE,PLAFIG,6/2/2025,FL,
BR,DIVERSE,PLAFIG,6/2/2025,FR,
BR,DIVERSE,PLAFIG,6/2/2025,V,
BR,DIVERSE,PLAFIG,6/6/2025,B,
BR,DIVERSE,PLAFIG,6/6/2025,FL,
BR,DIVERSE,PLAFIG,6/6/2025,FR,
BR,DIVERSE,PLAFIG,6/6/2025,V,
BR,DIVERSE,PLAFIG,6/9/2025,B,
BR,DIVERSE,PLAFIG,6/9/2025,FL,
BR,DIVERSE,PLAFIG,6/9/2025,FR,
BR,DIVERSE,PLAFIG,6/9/2025,V,
BR,DIVERSE,PLAFIG,6/17/2025,B,
BR,DIVERSE,PLAFIG,6/17/2025,FL,
BR,DIVERSE,PLAFIG,6/17/2025,FR,
BR,DIVERSE,PLAFIG,6/17/2025,V,
BR,DIVERSE,PLAFIG,6/20/2025,B,
BR,DIVERSE,PLAFIG,6/20/2025,FL,
BR,DIVERSE,PLAFIG,6/20/2025,FR,
BR,DIVERSE,PLAFIG,6/20/2025,V,
BR,DIVERSE,PLAFIG,6/24/2025,B,
BR,DIVERSE,PLAFIG,6/24/2025,FL,
BR,DIVERSE,PLAFIG,6/24/2025,FR,
BR,DIVERSE,PLAFIG,6/24/2025,V,
BR,DIVERSE,PLAFIG,6/27/2025,B,
BR,DIVERSE,PLAFIG,6/27/2025,FL,
BR,DIVERSE,PLAFIG,6/27/2025,FR,
BR,DIVERSE,PLAFIG,6/27/2025,V,
BR,DIVERSE,PLECON,3/25/2025,B,1
BR,DIVERSE,PLECON,3/25/2025,FL,
BR,DIVERSE,PLECON,3/25/2025,FR,
BR,DIVERSE,PLECON,3/25/2025,V,1
BR,DIVERSE,PLECON,3/28/2025,B,1
BR,DIVERSE,PLECON,3/28/2025,FL,
BR,DIVERSE,PLECON,3/28/2025,FR,
BR,DIVERSE,PLECON,3/28/2025,V,1
BR,DIVERSE,PLECON,4/1/2025,B,1
BR,DIVERSE,PLECON,4/1/2025,FL,
BR,DIVERSE,PLECON,4/1/2025,FR,
BR,DIVERSE,PLECON,4/1/2025,V,1
BR,DIVERSE,PLECON,4/4/2025,B,1
BR,DIVERSE,PLECON,4/4/2025,FL,
BR,DIVERSE,PLECON,4/4/2025,FR,
BR,DIVERSE,PLECON,4/4/2025,V,1
BR,DIVERSE,PLECON,4/8/2025,B,1
BR,DIVERSE,PLECON,4/8/2025,FL,
BR,DIVERSE,PLECON,4/8/2025,FR,
BR,DIVERSE,PLECON,4/8/2025,V,1
BR,DIVERSE,PLECON,4/11/2025,B,1
BR,DIVERSE,PLECON,4/11/2025,FL,1
BR,DIVERSE,PLECON,4/11/2025,FR,
BR,DIVERSE,PLECON,4/11/2025,V,1
BR,DIVERSE,PLECON,4/15/2025,B,1
BR,DIVERSE,PLECON,4/15/2025,FL,1
BR,DIVERSE,PLECON,4/15/2025,FR,
BR,DIVERSE,PLECON,4/15/2025,V,1
BR,DIVERSE,PLECON,4/18/2025,B,1
BR,DIVERSE,PLECON,4/18/2025,FL,1
BR,DIVERSE,PLECON,4/18/2025,FR,1
BR,DIVERSE,PLECON,4/18/2025,V,1
BR,DIVERSE,PLECON,4/22/2025,B,1
BR,DIVERSE,PLECON,4/22/2025,FL,1
BR,DIVERSE,PLECON,4/22/2025,FR,1
BR,DIVERSE,PLECON,4/22/2025,V,1
BR,DIVERSE,PLECON,4/25/2025,B,1
BR,DIVERSE,PLECON,4/25/2025,FL,1
BR,DIVERSE,PLECON,4/25/2025,FR,1
BR,DIVERSE,PLECON,4/25/2025,V,1
BR,DIVERSE,PLECON,4/29/2025,B,1
BR,DIVERSE,PLECON,4/29/2025,FL,1
BR,DIVERSE,PLECON,4/29/2025,FR,1
BR,DIVERSE,PLECON,4/29/2025,V,1
BR,DIVERSE,PLECON,5/2/2025,B,1
BR,DIVERSE,PLECON,5/2/2025,FL,1
BR,DIVERSE,PLECON,5/2/2025,FR,1
BR,DIVERSE,PLECON,5/2/2025,V,1
BR,DIVERSE,PLECON,5/6/2025,B,1
BR,DIVERSE,PLECON,5/6/2025,FL,1
BR,DIVERSE,PLECON,5/6/2025,FR,1
BR,DIVERSE,PLECON,5/6/2025,V,1
BR,DIVERSE,PLECON,5/9/2025,B,1
BR,DIVERSE,PLECON,5/9/2025,FL,1
BR,DIVERSE,PLECON,5/9/2025,FR,1
BR,DIVERSE,PLECON,5/9/2025,V,1
BR,DIVERSE,PLECON,5/13/2025,B,1
BR,DIVERSE,PLECON,5/13/2025,FL,1
BR,DIVERSE,PLECON,5/13/2025,FR,1
BR,DIVERSE,PLECON,5/13/2025,V,1
BR,DIVERSE,PLECON,5/16/2025,B,1
BR,DIVERSE,PLECON,5/16/2025,FL,1
BR,DIVERSE,PLECON,5/16/2025,FR,1
BR,DIVERSE,PLECON,5/16/2025,V,1
BR,DIVERSE,PLECON,5/20/2025,B,1
BR,DIVERSE,PLECON,5/20/2025,FL,1
BR,DIVERSE,PLECON,5/20/2025,FR,1
BR,DIVERSE,PLECON,5/20/2025,V,1
BR,DIVERSE,PLECON,5/23/2025,B,1
BR,DIVERSE,PLECON,5/23/2025,FL,1
BR,DIVERSE,PLECON,5/23/2025,FR,1
BR,DIVERSE,PLECON,5/23/2025,V,1
BR,DIVERSE,PLECON,5/27/2025,B,1
BR,DIVERSE,PLECON,5/27/2025,FL,1
BR,DIVERSE,PLECON,5/27/2025,FR,1
BR,DIVERSE,PLECON,5/27/2025,V,1
BR,DIVERSE,PLECON,5/30/2025,B,1
BR,DIVERSE,PLECON,5/30/2025,FL,1
BR,DIVERSE,PLECON,5/30/2025,FR,1
BR,DIVERSE,PLECON,5/30/2025,V,1
BR,DIVERSE,PLECON,6/2/2025,B,1
BR,DIVERSE,PLECON,6/2/2025,FL,1
BR,DIVERSE,PLECON,6/2/2025,FR,1
BR,DIVERSE,PLECON,6/2/2025,V,1
BR,DIVERSE,PLECON,6/6/2025,B,1
BR,DIVERSE,PLECON,6/6/2025,FL,1
BR,DIVERSE,PLECON,6/6/2025,FR,1
BR,DIVERSE,PLECON,6/6/2025,V,1
BR,DIVERSE,PLECON,6/9/2025,B,1
BR,DIVERSE,PLECON,6/9/2025,FL,1
BR,DIVERSE,PLECON,6/9/2025,FR,1
BR,DIVERSE,PLECON,6/9/2025,V,1
BR,DIVERSE,PLECON,6/17/2025,B,
BR,DIVERSE,PLECON,6/17/2025,FL,
BR,DIVERSE,PLECON,6/17/2025,FR,1
BR,DIVERSE,PLECON,6/17/2025,V,
BR,DIVERSE,PLECON,6/20/2025,B,
BR,DIVERSE,PLECON,6/20/2025,FL,
BR,DIVERSE,PLECON,6/20/2025,FR,1
BR,DIVERSE,PLECON,6/20/2025,V,
BR,DIVERSE,PLECON,6/24/2025,B,
BR,DIVERSE,PLECON,6/24/2025,FL,
BR,DIVERSE,PLECON,6/24/2025,FR,1
BR,DIVERSE,PLECON,6/24/2025,V,
BR,DIVERSE,PLECON,6/27/2025,B,
BR,DIVERSE,PLECON,6/27/2025,FL,
BR,DIVERSE,PLECON,6/27/2025,FR,
BR,DIVERSE,PLECON,6/27/2025,V,
RF,ALONE,CLAPUR,3/25/2025,B,
RF,ALONE,CLAPUR,3/25/2025,FL,
RF,ALONE,CLAPUR,3/25/2025,FR,
RF,ALONE,CLAPUR,3/25/2025,V,15
RF,ALONE,CLAPUR,3/28/2025,B,
RF,ALONE,CLAPUR,3/28/2025,FL,
RF,ALONE,CLAPUR,3/28/2025,FR,
RF,ALONE,CLAPUR,3/28/2025,V,15
RF,ALONE,CLAPUR,4/1/2025,B,
RF,ALONE,CLAPUR,4/1/2025,FL,
RF,ALONE,CLAPUR,4/1/2025,FR,
RF,ALONE,CLAPUR,4/1/2025,V,15
RF,ALONE,CLAPUR,4/4/2025,B,
RF,ALONE,CLAPUR,4/4/2025,FL,
RF,ALONE,CLAPUR,4/4/2025,FR,
RF,ALONE,CLAPUR,4/4/2025,V,15
RF,ALONE,CLAPUR,4/8/2025,B,
RF,ALONE,CLAPUR,4/8/2025,FL,
RF,ALONE,CLAPUR,4/8/2025,FR,
RF,ALONE,CLAPUR,4/8/2025,V,15
RF,ALONE,CLAPUR,4/11/2025,B,
RF,ALONE,CLAPUR,4/11/2025,FL,
RF,ALONE,CLAPUR,4/11/2025,FR,
RF,ALONE,CLAPUR,4/11/2025,V,15
RF,ALONE,CLAPUR,4/15/2025,B,
RF,ALONE,CLAPUR,4/15/2025,FL,
RF,ALONE,CLAPUR,4/15/2025,FR,
RF,ALONE,CLAPUR,4/15/2025,V,15
RF,ALONE,CLAPUR,4/18/2025,B,
RF,ALONE,CLAPUR,4/18/2025,FL,
RF,ALONE,CLAPUR,4/18/2025,FR,
RF,ALONE,CLAPUR,4/18/2025,V,15
RF,ALONE,CLAPUR,4/22/2025,B,
RF,ALONE,CLAPUR,4/22/2025,FL,
RF,ALONE,CLAPUR,4/22/2025,FR,
RF,ALONE,CLAPUR,4/22/2025,V,15
RF,ALONE,CLAPUR,4/25/2025,B,
RF,ALONE,CLAPUR,4/25/2025,FL,
RF,ALONE,CLAPUR,4/25/2025,FR,
RF,ALONE,CLAPUR,4/25/2025,V,15
RF,ALONE,CLAPUR,4/29/2025,B,
RF,ALONE,CLAPUR,4/29/2025,FL,
RF,ALONE,CLAPUR,4/29/2025,FR,
RF,ALONE,CLAPUR,4/29/2025,V,15
RF,ALONE,CLAPUR,5/2/2025,B,
RF,ALONE,CLAPUR,5/2/2025,FL,
RF,ALONE,CLAPUR,5/2/2025,FR,
RF,ALONE,CLAPUR,5/2/2025,V,15
RF,ALONE,CLAPUR,5/6/2025,B,
RF,ALONE,CLAPUR,5/6/2025,FL,
RF,ALONE,CLAPUR,5/6/2025,FR,
RF,ALONE,CLAPUR,5/6/2025,V,15
RF,ALONE,CLAPUR,5/9/2025,B,
RF,ALONE,CLAPUR,5/9/2025,FL,
RF,ALONE,CLAPUR,5/9/2025,FR,
RF,ALONE,CLAPUR,5/9/2025,V,15
RF,ALONE,CLAPUR,5/13/2025,B,
RF,ALONE,CLAPUR,5/13/2025,FL,
RF,ALONE,CLAPUR,5/13/2025,FR,
RF,ALONE,CLAPUR,5/13/2025,V,15
RF,ALONE,CLAPUR,5/16/2025,B,1
RF,ALONE,CLAPUR,5/16/2025,FL,
RF,ALONE,CLAPUR,5/16/2025,FR,
RF,ALONE,CLAPUR,5/16/2025,V,14
RF,ALONE,CLAPUR,5/20/2025,B,1
RF,ALONE,CLAPUR,5/20/2025,FL,
RF,ALONE,CLAPUR,5/20/2025,FR,
RF,ALONE,CLAPUR,5/20/2025,V,14
RF,ALONE,CLAPUR,5/23/2025,B,2
RF,ALONE,CLAPUR,5/23/2025,FL,
RF,ALONE,CLAPUR,5/23/2025,FR,
RF,ALONE,CLAPUR,5/23/2025,V,13
RF,ALONE,CLAPUR,5/27/2025,B,4
RF,ALONE,CLAPUR,5/27/2025,FL,
RF,ALONE,CLAPUR,5/27/2025,FR,
RF,ALONE,CLAPUR,5/27/2025,V,11
RF,ALONE,CLAPUR,5/30/2025,B,10
RF,ALONE,CLAPUR,5/30/2025,FL,
RF,ALONE,CLAPUR,5/30/2025,FR,
RF,ALONE,CLAPUR,5/30/2025,V,5
RF,ALONE,CLAPUR,6/2/2025,B,12
RF,ALONE,CLAPUR,6/2/2025,FL,
RF,ALONE,CLAPUR,6/2/2025,FR,
RF,ALONE,CLAPUR,6/2/2025,V,2
RF,ALONE,CLAPUR,6/6/2025,B,14
RF,ALONE,CLAPUR,6/6/2025,FL,
RF,ALONE,CLAPUR,6/6/2025,FR,
RF,ALONE,CLAPUR,6/6/2025,V,
RF,ALONE,CLAPUR,6/9/2025,B,14
RF,ALONE,CLAPUR,6/9/2025,FL,6
RF,ALONE,CLAPUR,6/9/2025,FR,
RF,ALONE,CLAPUR,6/9/2025,V,
RF,ALONE,CLAPUR,6/17/2025,B,13
RF,ALONE,CLAPUR,6/17/2025,FL,1
RF,ALONE,CLAPUR,6/17/2025,FR,13
RF,ALONE,CLAPUR,6/17/2025,V,
RF,ALONE,CLAPUR,6/20/2025,B,11
RF,ALONE,CLAPUR,6/20/2025,FL,11
RF,ALONE,CLAPUR,6/20/2025,FR,14
RF,ALONE,CLAPUR,6/20/2025,V,
RF,ALONE,CLAPUR,6/24/2025,B,7
RF,ALONE,CLAPUR,6/24/2025,FL,9
RF,ALONE,CLAPUR,6/24/2025,FR,14
RF,ALONE,CLAPUR,6/24/2025,V,
RF,ALONE,CLAPUR,6/27/2025,B,5
RF,ALONE,CLAPUR,6/27/2025,FL,6
RF,ALONE,CLAPUR,6/27/2025,FR,14
RF,ALONE,CLAPUR,6/27/2025,V,
RF,ALONE,COLLIN,3/25/2025,B,
RF,ALONE,COLLIN,3/25/2025,FL,
RF,ALONE,COLLIN,3/25/2025,FR,
RF,ALONE,COLLIN,3/25/2025,V,15
RF,ALONE,COLLIN,3/28/2025,B,
RF,ALONE,COLLIN,3/28/2025,FL,
RF,ALONE,COLLIN,3/28/2025,FR,
RF,ALONE,COLLIN,3/28/2025,V,15
RF,ALONE,COLLIN,4/1/2025,B,
RF,ALONE,COLLIN,4/1/2025,FL,
RF,ALONE,COLLIN,4/1/2025,FR,
RF,ALONE,COLLIN,4/1/2025,V,15
RF,ALONE,COLLIN,4/4/2025,B,
RF,ALONE,COLLIN,4/4/2025,FL,
RF,ALONE,COLLIN,4/4/2025,FR,
RF,ALONE,COLLIN,4/4/2025,V,15
RF,ALONE,COLLIN,4/8/2025,B,
RF,ALONE,COLLIN,4/8/2025,FL,
RF,ALONE,COLLIN,4/8/2025,FR,
RF,ALONE,COLLIN,4/8/2025,V,15
RF,ALONE,COLLIN,4/11/2025,B,1
RF,ALONE,COLLIN,4/11/2025,FL,
RF,ALONE,COLLIN,4/11/2025,FR,
RF,ALONE,COLLIN,4/11/2025,V,14
RF,ALONE,COLLIN,4/15/2025,B,3
RF,ALONE,COLLIN,4/15/2025,FL,
RF,ALONE,COLLIN,4/15/2025,FR,
RF,ALONE,COLLIN,4/15/2025,V,12
RF,ALONE,COLLIN,4/18/2025,B,7
RF,ALONE,COLLIN,4/18/2025,FL,
RF,ALONE,COLLIN,4/18/2025,FR,
RF,ALONE,COLLIN,4/18/2025,V,8
RF,ALONE,COLLIN,4/22/2025,B,7
RF,ALONE,COLLIN,4/22/2025,FL,
RF,ALONE,COLLIN,4/22/2025,FR,
RF,ALONE,COLLIN,4/22/2025,V,8
RF,ALONE,COLLIN,4/25/2025,B,8
RF,ALONE,COLLIN,4/25/2025,FL,
RF,ALONE,COLLIN,4/25/2025,FR,
RF,ALONE,COLLIN,4/25/2025,V,7
RF,ALONE,COLLIN,4/29/2025,B,13
RF,ALONE,COLLIN,4/29/2025,FL,1
RF,ALONE,COLLIN,4/29/2025,FR,
RF,ALONE,COLLIN,4/29/2025,V,2
RF,ALONE,COLLIN,5/2/2025,B,13
RF,ALONE,COLLIN,5/2/2025,FL,3
RF,ALONE,COLLIN,5/2/2025,FR,
RF,ALONE,COLLIN,5/2/2025,V,2
RF,ALONE,COLLIN,5/6/2025,B,15
RF,ALONE,COLLIN,5/6/2025,FL,5
RF,ALONE,COLLIN,5/6/2025,FR,1
RF,ALONE,COLLIN,5/6/2025,V,
RF,ALONE,COLLIN,5/9/2025,B,15
RF,ALONE,COLLIN,5/9/2025,FL,5
RF,ALONE,COLLIN,5/9/2025,FR,3
RF,ALONE,COLLIN,5/9/2025,V,
RF,ALONE,COLLIN,5/13/2025,B,15
RF,ALONE,COLLIN,5/13/2025,FL,9
RF,ALONE,COLLIN,5/13/2025,FR,3
RF,ALONE,COLLIN,5/13/2025,V,
RF,ALONE,COLLIN,5/16/2025,B,15
RF,ALONE,COLLIN,5/16/2025,FL,11
RF,ALONE,COLLIN,5/16/2025,FR,4
RF,ALONE,COLLIN,5/16/2025,V,
RF,ALONE,COLLIN,5/20/2025,B,15
RF,ALONE,COLLIN,5/20/2025,FL,13
RF,ALONE,COLLIN,5/20/2025,FR,6
RF,ALONE,COLLIN,5/20/2025,V,
RF,ALONE,COLLIN,5/23/2025,B,15
RF,ALONE,COLLIN,5/23/2025,FL,13
RF,ALONE,COLLIN,5/23/2025,FR,7
RF,ALONE,COLLIN,5/23/2025,V,
RF,ALONE,COLLIN,5/27/2025,B,14
RF,ALONE,COLLIN,5/27/2025,FL,12
RF,ALONE,COLLIN,5/27/2025,FR,13
RF,ALONE,COLLIN,5/27/2025,V,
RF,ALONE,COLLIN,5/30/2025,B,8
RF,ALONE,COLLIN,5/30/2025,FL,9
RF,ALONE,COLLIN,5/30/2025,FR,14
RF,ALONE,COLLIN,5/30/2025,V,
RF,ALONE,COLLIN,6/2/2025,B,2
RF,ALONE,COLLIN,6/2/2025,FL,4
RF,ALONE,COLLIN,6/2/2025,FR,11
RF,ALONE,COLLIN,6/2/2025,V,
RF,ALONE,COLLIN,6/6/2025,B,
RF,ALONE,COLLIN,6/6/2025,FL,
RF,ALONE,COLLIN,6/6/2025,FR,12
RF,ALONE,COLLIN,6/6/2025,V,
RF,ALONE,COLLIN,6/9/2025,B,
RF,ALONE,COLLIN,6/9/2025,FL,
RF,ALONE,COLLIN,6/9/2025,FR,12
RF,ALONE,COLLIN,6/9/2025,V,
RF,ALONE,COLLIN,6/17/2025,B,
RF,ALONE,COLLIN,6/17/2025,FL,
RF,ALONE,COLLIN,6/17/2025,FR,12
RF,ALONE,COLLIN,6/17/2025,V,
RF,ALONE,COLLIN,6/20/2025,B,
RF,ALONE,COLLIN,6/20/2025,FL,
RF,ALONE,COLLIN,6/20/2025,FR,12
RF,ALONE,COLLIN,6/20/2025,V,
RF,ALONE,COLLIN,6/24/2025,B,
RF,ALONE,COLLIN,6/24/2025,FL,
RF,ALONE,COLLIN,6/24/2025,FR,12
RF,ALONE,COLLIN,6/24/2025,V,
RF,ALONE,COLLIN,6/27/2025,B,
RF,ALONE,COLLIN,6/27/2025,FL,
RF,ALONE,COLLIN,6/27/2025,FR,12
RF,ALONE,COLLIN,6/27/2025,V,
RF,ALONE,COLLOM,3/25/2025,B,
RF,ALONE,COLLOM,3/25/2025,FL,
RF,ALONE,COLLOM,3/25/2025,FR,
RF,ALONE,COLLOM,3/25/2025,V,15
RF,ALONE,COLLOM,3/28/2025,B,
RF,ALONE,COLLOM,3/28/2025,FL,
RF,ALONE,COLLOM,3/28/2025,FR,
RF,ALONE,COLLOM,3/28/2025,V,15
RF,ALONE,COLLOM,4/1/2025,B,
RF,ALONE,COLLOM,4/1/2025,FL,
RF,ALONE,COLLOM,4/1/2025,FR,
RF,ALONE,COLLOM,4/1/2025,V,15
RF,ALONE,COLLOM,4/4/2025,B,
RF,ALONE,COLLOM,4/4/2025,FL,
RF,ALONE,COLLOM,4/4/2025,FR,
RF,ALONE,COLLOM,4/4/2025,V,15
RF,ALONE,COLLOM,4/8/2025,B,
RF,ALONE,COLLOM,4/8/2025,FL,
RF,ALONE,COLLOM,4/8/2025,FR,
RF,ALONE,COLLOM,4/8/2025,V,15
RF,ALONE,COLLOM,4/11/2025,B,
RF,ALONE,COLLOM,4/11/2025,FL,
RF,ALONE,COLLOM,4/11/2025,FR,
RF,ALONE,COLLOM,4/11/2025,V,15
RF,ALONE,COLLOM,4/15/2025,B,
RF,ALONE,COLLOM,4/15/2025,FL,
RF,ALONE,COLLOM,4/15/2025,FR,
RF,ALONE,COLLOM,4/15/2025,V,15
RF,ALONE,COLLOM,4/18/2025,B,
RF,ALONE,COLLOM,4/18/2025,FL,
RF,ALONE,COLLOM,4/18/2025,FR,
RF,ALONE,COLLOM,4/18/2025,V,15
RF,ALONE,COLLOM,4/22/2025,B,
RF,ALONE,COLLOM,4/22/2025,FL,
RF,ALONE,COLLOM,4/22/2025,FR,
RF,ALONE,COLLOM,4/22/2025,V,15
RF,ALONE,COLLOM,4/25/2025,B,
RF,ALONE,COLLOM,4/25/2025,FL,
RF,ALONE,COLLOM,4/25/2025,FR,
RF,ALONE,COLLOM,4/25/2025,V,15
RF,ALONE,COLLOM,4/29/2025,B,
RF,ALONE,COLLOM,4/29/2025,FL,
RF,ALONE,COLLOM,4/29/2025,FR,
RF,ALONE,COLLOM,4/29/2025,V,15
RF,ALONE,COLLOM,5/2/2025,B,
RF,ALONE,COLLOM,5/2/2025,FL,
RF,ALONE,COLLOM,5/2/2025,FR,
RF,ALONE,COLLOM,5/2/2025,V,15
RF,ALONE,COLLOM,5/6/2025,B,
RF,ALONE,COLLOM,5/6/2025,FL,
RF,ALONE,COLLOM,5/6/2025,FR,
RF,ALONE,COLLOM,5/6/2025,V,15
RF,ALONE,COLLOM,5/9/2025,B,
RF,ALONE,COLLOM,5/9/2025,FL,
RF,ALONE,COLLOM,5/9/2025,FR,
RF,ALONE,COLLOM,5/9/2025,V,15
RF,ALONE,COLLOM,5/13/2025,B,
RF,ALONE,COLLOM,5/13/2025,FL,
RF,ALONE,COLLOM,5/13/2025,FR,
RF,ALONE,COLLOM,5/13/2025,V,15
RF,ALONE,COLLOM,5/16/2025,B,
RF,ALONE,COLLOM,5/16/2025,FL,
RF,ALONE,COLLOM,5/16/2025,FR,
RF,ALONE,COLLOM,5/16/2025,V,15
RF,ALONE,COLLOM,5/20/2025,B,
RF,ALONE,COLLOM,5/20/2025,FL,
RF,ALONE,COLLOM,5/20/2025,FR,
RF,ALONE,COLLOM,5/20/2025,V,15
RF,ALONE,COLLOM,5/23/2025,B,4
RF,ALONE,COLLOM,5/23/2025,FL,
RF,ALONE,COLLOM,5/23/2025,FR,
RF,ALONE,COLLOM,5/23/2025,V,11
RF,ALONE,COLLOM,5/27/2025,B,5
RF,ALONE,COLLOM,5/27/2025,FL,
RF,ALONE,COLLOM,5/27/2025,FR,
