PARK,PLOT,PLOT,SUBPLOT,PLECON,NAVSQU,EPIDEN,PLAFIG,GILCAP,COLLOM,CLAPUR,COLLIN,BROHOR,ERILAN,CRESET,CYNECH,DAUCAR,GERDIS,LEUVUL,Madia,SHEARV,AIRCAR,ARRELA,BROELE,BRODIA,BROSTE,GALAPA,HOLLAN,LINBIE,MYODIS,PLALAN,RUAR,TORARV,VULBRO,agrostis spp,APOAND,CAMLEI,CASTEN,CERGLO,Cirsium,DACGLO,DIAARM,HYPPER,LACSER,LATVES,RUMCRI,SONASP,TAECAP,TRIDUB,Trifolium,Vicia,CARTUM,VEROFF,BROSIT,EPIBRA,CARHIR,NAVINT,CYTSCO,ACMAME,DICCON,WYEANG,NOTES
SEM,DIVERSE,7,A1,1,0,0,0,0,0,0,1,,,2,,,1,,,7,,,,,,4,,,,,,,8,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
SEM,DIVERSE,7,B1,1,0,0,0,0,0,0,0,,,4,,,,,,2,,,,,,1,,,,,,1,6,,1,,,,,,,,,,,,,,,4,,,1,,,,,,,,
SEM,DIVERSE,7,C1,1,0,0,0,0,0,0,0,,,7,,,1,,,1,,,,,,,,,,,,2,4,,1,,,2,,,,,,,,,,,4,2,,,3,,,,,,,,
SEM,DIVERSE,7,D1,0,0,0,0,4,0,0,1,,,3,,,,,,4,,,,,,1,,,,,,,1,,,,,2,,,,,,,,,,,4,1,,,2,,,,,,,,
SEM,DIVERSE,7,E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,A2,1,0,0,0,0,0,1,0,,,4,,,,,,2,,,,,,5,,,,,,2,3,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,
SEM,DIVERSE,7,B2,0,0,2,0,1,4,0,0,,,4,,,1,,,4,,,,,,2,,,,,,4,7,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,
SEM,DIVERSE,7,C2,0,0,0,0,1,0,0,0,,,8,,,,,,2,,,,,,2,,,,,,,1,,,,,1,,,,,,,,,,,6,3,,,2,,,,,,,,
SEM,DIVERSE,7,D2,1,0,0,0,0,1,0,0,,,5,,,2,1,,4,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,5,1,,,1,,,,,,,,
SEM,DIVERSE,7,E2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,7,A3,0,0,0,0,0,0,0,2,,,8,,,2,,,1,,,,,,5,,,,,,1,1,,,,,,,,,,,,,,,,4,,,,3,,,,,,,,
SEM,DIVERSE,7,B3,0,0,0,0,0,0,0,0,,,7,1,,,,,1,,,,,,3,,,,,,,1,,1,,,,,,,,,,,,,,7,2,,,5,,,,,,,,
SEM,DIVERSE,7,C3,2,0,0,0,0,0,0,0,,,6,,,,,,2,,,,,,1,,,,,,,1,,2,,,2,,,,,,,,,,,4,2,,,3,,,,,,,,
SEM,DIVERSE,7,D3,0,0,0,0,1,0,0,2,,,6,,,4,,,9,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,7,2,,,2,,,,,,,,
SEM,DIVERSE,7,E3,0,0,0,0,0,0,0,0,,,3,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,75% BG
SEM,DIVERSE,7,A4,0,0,0,0,2,0,0,0,,,8,,,1,,,1,,,,,,1,,,,,,,2,,2,,,,,,,,,,,,,,1,1,,,1,,,,,,,,
SEM,DIVERSE,7,B4,0,0,0,0,1,0,0,0,,,4,,,1,,,4,,,,,,5,,,,,,,3,,1,,,3,,,,,,,,,,,6,1,,,4,,,,,,,,
SEM,DIVERSE,7,C4,0,0,0,0,2,0,0,0,,1,4,,,2,,,5,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,7,,,,4,,,,,,,,
SEM,DIVERSE,7,D4,0,0,0,0,0,0,0,1,,1,10,,,3,1,,7,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,,,9,2,,,2,,,,,,,,
SEM,DIVERSE,7,E4,0,0,0,0,0,0,0,1,,1,5,,,,5,,4,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,7,1,,,1,,,,,,,,
SEM,DIVERSE,7,A5,0,1,0,0,0,0,0,0,,,5,,,,,,,,,,,,,,,,,,1,8,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,
SEM,DIVERSE,7,B5,0,0,0,0,2,0,0,1,,,5,,,1,,,2,,,,,,3,,,,,,,3,,,,,,,,,,,,,,,,5,2,,,2,,,,,,,,
SEM,DIVERSE,7,C5,1,0,0,0,2,0,0,5,,5,10,,,1,1,,3,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,6,1,,1,2,,,,,,,,
SEM,DIVERSE,7,D5,1,0,0,0,3,0,0,1,,2,8,,,,,,6,,,,,,1,,,,,,2,,,,,,3,,,,,,,,,,,2,,,4,1,,,,,,,,
SEM,DIVERSE,7,E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,8,A1,0,0,0,0,4,0,0,0,,,6,,,,,,7,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
SEM,DIVERSE,8,B1,0,0,0,0,8,0,0,0,,,9,,,,,,8,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,
SEM,DIVERSE,8,C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,8,D1,0,0,3,0,0,0,0,0,1,,7,,,2,,,2,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,
SEM,DIVERSE,8,E1,0,0,2,0,0,0,0,0,,,8,,,2,2,,,,,,,,,,,,,,3,,,1,,,2,,,,1,,,,,,,3,,,3,5,,,,,,,,
SEM,DIVERSE,8,A2,0,0,1,0,5,1,0,0,,,3,,,,,,6,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,
SEM,DIVERSE,8,B2,0,0,0,0,1,0,0,0,,,8,,,,,,4,,,,,,1,,,,,,2,1,,1,,,,,,,,,,,,,,,2,,,1,,,,,,,,
SEM,DIVERSE,8,C2,0,0,0,0,2,0,0,1,,,2,,,1,,,6,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,3,,,1,,,,,,,,
SEM,DIVERSE,8,D2,0,0,4,0,0,0,0,3,,,1,,,3,,,7,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,2,5,,1,1,,,,,,,,
SEM,DIVERSE,8,E2,1,0,0,0,0,0,0,0,,,4,,,3,,,2,,,1,,1,,,,,,,,,,,,,4,,,,,,,,,,,2,5,,,1,,,,,,,,
SEM,DIVERSE,8,A3,0,0,0,0,2,1,0,0,,,2,,,1,,,8,,,,,,1,,,,,,2,1,,,,,,,,,,,,,,,,,8,,,1,,,,,,,,
SEM,DIVERSE,8,B3,0,0,0,0,0,0,0,0,,,6,,,,,,6,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,5,2,,,1,,,,,,,,
SEM,DIVERSE,8,C3,0,0,0,0,0,0,0,0,,4,5,,,,,,3,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,3,3,,,2,,,,,,,,
SEM,DIVERSE,8,D3,0,0,0,0,0,0,0,5,,1,1,,,3,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,3,,,1,,,,,,,,
SEM,DIVERSE,8,E3,0,0,0,0,0,0,0,0,,,6,,,,,,6,,,1,,,2,,,,,,,,,1,,,,,,,,,,,,,,1,2,,1,2,,,,,,,,
SEM,DIVERSE,8,A4,0,0,0,0,0,0,0,0,,,,,,,,,8,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,3,3,,,1,,,,,,,,
SEM,DIVERSE,8,B4,0,0,0,0,0,0,0,0,1,,,,,1,,,9,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,4,10,,,1,,,,,,,,
SEM,DIVERSE,8,C4,0,0,0,0,1,0,0,0,,,7,,,2,,,2,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,11,,,3,,,,,,,,
SEM,DIVERSE,8,D4,0,0,0,0,2,1,0,2,,8,4,,,,,,4,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,1,1,,,,,,,,
SEM,DIVERSE,8,E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEM,DIVERSE,8,A5,0,0,0,0,0,0,0,0,1,,,,,1,,,4,,,,,,1,,,,,,,6,,,,,,,,,,,,,,,,2,3,,,1,,,,,,,,25% BG
SEM,DIVERSE,8,B5,1,0,0,0,0,2,0,0,1,,1,,,1,,,3,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,4,,,,,,,,,,,
SEM,DIVERSE,8,C5,0,0,0,0,0,0,0,0,,,4,,,,,,3,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,2,16,,,1,,,,,,,,
SEM,DIVERSE,8,D5,2,0,0,0,1,1,0,2,,,3,,,,,,8,,,1,,1,1,,,,,,,2,,,,,1,,,,,,,,,,,5,,,,1,,,,,,,,
SEM,DIVERSE,8,E5,0,0,0,0,0,0,0,0,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75% BG
